timestamp,request_rate,cpu_usage,latency_p95,error_rate,replica_count,session_id
1778275200.0,0.0,0.0020723027355402,0.0,0.0,1.0,eval_test_0_1778275507
1778275230.0,0.0,0.0,0.0,0.0,1.0,eval_test_0_1778275507
1778275260.0,0.0,0.002840435835352,0.0,0.0,1.0,eval_test_0_1778275507
1778275290.0,0.0,0.0028411650740504,0.0,0.0,1.0,eval_test_0_1778275507
1778275320.0,0.0,0.0026892315104794,0.0,0.0,1.0,eval_test_0_1778275507
1778275350.0,0.0,0.0014656574024735,0.0,0.0,1.0,eval_test_0_1778275507
1778275380.0,0.0,0.0020805949944116,0.0,0.0,1.0,eval_test_0_1778275507
1778275410.0,0.0,0.0026955325863497,0.0,0.0,1.0,eval_test_0_1778275507
1778275440.0,0.0,0.0028740723761508,0.0,0.0,1.0,eval_test_0_1778275507
1778275470.0,0.0,0.0028266898401806,0.0,0.0,1.0,eval_test_0_1778275507
1778275500.0,0.0,0.0026969948564237,0.0,0.0,1.0,eval_test_0_1778275507
1778275530.0,1.4333333333333336,0.0016462102366789,0.3799999999999999,0.0,1.0,eval_test_0_1778275507
1778275560.0,1.966666666666667,0.0,0.2968749999999997,0.0,1.0,eval_test_0_1778275507
1778275590.0,1.9333333333333336,0.2302613990080328,0.2495408163265306,0.0,1.0,eval_test_0_1778275507
1778275620.0,1.8666666666666671,0.2371271094315698,0.3892857142857141,0.0,1.0,eval_test_0_1778275507
1778275650.0,1.9333333333333336,0.2309915431807022,0.2407823197115384,0.0,2.0,eval_test_0_1778275507
1778275680.0,1.2000000000000002,0.2282781815590644,0.2483333333333333,0.0,2.0,eval_test_0_1778275507
1778275710.0,0.8666666666666668,0.073356025845123,0.2472636457041252,0.0,2.0,eval_test_0_1778275507
1778275740.0,1.7333333333333336,0.2241630795233807,0.2421341463414634,0.0,1.0,eval_test_0_1778275507
1778275770.0,1.9333333333333336,0.1528663132345364,0.24955,0.0,1.0,eval_test_0_1778275507
1778275800.0,1.8666666666666671,0.2428061814697857,0.2407,0.0,1.0,eval_test_0_1778275507
1778275830.0,4.566666666666667,0.2783158142346701,2.116812927012164,0.0,1.0,eval_test_0_1778275507
1778275860.0,5.4333333333333345,1.0311025746737748,1.7933008001333557,0.0,2.0,eval_test_0_1778275507
1778275890.0,8.305901111111112,1.255796926013535,1.1655876851851843,0.0,2.0,eval_test_0_1778275507
1778275920.0,9.066666666666666,1.3296675200312478,0.7768473046874997,0.0,2.0,eval_test_0_1778275507
1778275950.0,8.933333333333334,1.2870243264738397,0.6965699506578946,0.0,4.0,eval_test_0_1778275507
1778275980.0,5.466666666666667,1.340024039206594,0.5507983173076929,0.0,5.0,eval_test_0_1778275507
1778276010.0,9.552248289345064,1.3023645760557618,0.4521218278085498,0.0,5.0,eval_test_0_1778275507
1778276040.0,9.114210456121633,1.3662993124291831,0.4614049223369996,0.0,5.0,eval_test_0_1778275507
1778276070.0,7.533333333333333,1.0579407491796202,0.6449074074074074,0.0,4.0,eval_test_0_1778275507
1778276100.0,11.966666666666669,0.8930832061005805,0.6505434782608696,0.0,4.0,eval_test_0_1778275507
1778276130.0,9.766666666666666,1.4642896331024324,0.4703125000000001,0.0,4.0,eval_test_0_1778275507
1778276160.0,10.5,0.8663439703590057,0.5308823529411767,0.0,4.0,eval_test_0_1778275507
1778276190.0,9.8,1.4428970412507074,0.5982142857142853,0.0,4.0,eval_test_0_1778275507
1778276220.0,10.266666666666667,1.6581713485623963,0.4851430384199134,0.0,4.0,eval_test_0_1778275507
1778276250.0,9.0,1.205744062661838,0.4468732382562476,0.0,5.0,eval_test_0_1778275507
1778276280.0,11.065435,1.187314392054156,0.4519415262197787,0.0,5.0,eval_test_0_1778275507
1778276310.0,8.5,1.2406523763479445,0.4823529411764706,0.0,4.0,eval_test_0_1778275507
1778276340.0,9.5,1.0474719055892538,0.4669014084507042,0.0,4.0,eval_test_0_1778275507
1778276370.0,10.366666666666667,1.0925240931085245,0.4671232876712328,0.0,4.0,eval_test_0_1778275507
1778276400.0,10.6,1.5591914735253198,0.7012096774193548,0.0,4.0,eval_test_0_1778275507
1778276430.0,8.366666666666667,1.3170834393677748,0.4649999999999997,0.0,4.0,eval_test_0_1778275507
1778276460.0,9.8,0.85837597123312,0.5023437499999998,0.0,4.0,eval_test_0_1778275507
1778276490.0,7.6,0.8995680000401364,0.456418918918919,0.0,4.0,eval_test_0_1778275507
1778276520.0,9.266666666666666,1.1490913128707854,0.4808962264150941,0.0,4.0,eval_test_0_1778275507
1778276550.0,8.366666666666667,1.129818807675416,0.4808823529411764,0.0,4.0,eval_test_0_1778275507
1778276580.0,9.366666666666667,1.0708602101849731,0.4711111111111111,0.0,4.0,eval_test_0_1778275507
1778276610.0,8.966666666666667,1.2151039209762495,0.48046875,0.0,4.0,eval_test_0_1778275507
1778276640.0,9.066031344062733,1.2182370951737789,0.5260638113247362,0.0,4.0,eval_test_0_1778275507
1778276670.0,8.633907988484667,1.105157806919749,0.4313733034336672,0.0,4.0,eval_test_0_1778275507
1778276700.0,8.733333333333334,1.1636508091496989,0.4145833333333331,0.0,4.0,eval_test_0_1778275507
1778276730.0,8.333333333333334,0.7810639077509729,0.4055555555555554,0.0,4.0,eval_test_0_1778275507
1778276760.0,8.7,0.9009665658658174,0.4470588235294115,0.0,4.0,eval_test_0_1778275507
1778276790.0,6.9,0.7657105204883501,0.4409883720930232,0.0,3.0,eval_test_0_1778275507
1778276820.0,8.433333333333334,0.6612898782431751,0.4468749999999998,0.0,3.0,eval_test_0_1778275507
1778276850.0,9.833333333333334,1.0876073300897495,0.6489583333333333,0.0,3.0,eval_test_0_1778275507
1778276880.0,8.2,1.1884727573210856,0.4685975609756098,0.0,3.0,eval_test_0_1778275507
1778276910.0,8.700000000000001,1.5306830562446163,0.4781922916666666,0.0,3.0,eval_test_0_1778275507
1778276940.0,8.633333333333335,0.9614944177974792,0.4685870340909089,0.0,4.0,eval_test_0_1778275507
1778276970.0,7.933333333333334,0.5415830826716619,0.6753536874999999,0.0,4.0,eval_test_0_1778275507
1778277000.0,9.349308333333331,1.2039154003123944,0.5465197916666668,0.0,4.0,eval_test_0_1778275507
1778277030.0,5.733333333333333,0.6429043106498534,0.3720588235294115,0.0,4.0,eval_test_0_1778275507
1778277060.0,2.1,0.0745394555743843,0.2389545454545454,0.0,3.0,eval_test_0_1778275507
1778277090.0,1.5,0.150319981963421,0.243076923076923,0.0,2.0,eval_test_0_1778275507
1778277120.0,2.3333333333333335,0.1938058448235827,0.2446052631578947,0.0,1.0,eval_test_0_1778275507
1778277150.0,1.766666666666667,0.177257821522294,0.2414705882352941,0.0,1.0,eval_test_0_1778275507
1778277180.0,1.9333333333333336,0.2298539950023751,0.2999999999999997,0.0,1.0,eval_test_0_1778275507
1778277210.0,1.9000000000000004,0.1430958644667501,0.2407919093137254,0.0,1.0,eval_test_0_1778275507
1778277240.0,2.1000000000000005,0.0023532035212499,0.2433035714285714,0.0,1.0,eval_test_0_1778275507
1778277270.0,1.1333333333333335,0.2569043398999169,0.2411549438111213,0.0,2.0,eval_test_0_1778275507
1778277300.0,1.5890322222222222,0.260461811690579,0.2452920915983739,0.0,2.0,eval_test_0_1778275507
1778277330.0,2.2,0.2499840568823246,0.2449056603773585,0.0,2.0,eval_test_0_1778275507
1778277360.0,1.666666666666667,0.2341290167543449,0.2383749999999999,0.0,2.0,eval_test_0_1778275507
1778277390.0,2.1,0.2499109755941358,0.2400454545454545,0.0,2.0,eval_test_0_1778275507
1778277420.0,1.9333333333333336,0.2651614540795752,0.2390625,0.0,2.0,eval_test_0_1778275507
1778277450.0,2.1,0.2445097224973881,0.2396698113207547,0.0,2.0,eval_test_0_1778275507
1778277480.0,1.966666666666667,0.1386106828610013,0.2781250000000004,0.0,2.0,eval_test_0_1778275507
1778277510.0,1.9333333333333336,0.0380321890309687,0.2458823529411764,0.0,2.0,eval_test_0_1778275507
1778277540.0,1.9333333333333336,0.2748883898757773,0.2390625,0.0,2.0,eval_test_0_1778275507
1778277570.0,2.1000000000000005,0.15029414989426182,0.23947115384615383,0.0,2.0,eval_test_0_1778275507
1778277600.0,1.9666666666666668,0.11861710085204255,0.23867021276595746,0.0,2.0,eval_test_0_1778275507
1778277630.0,1.6,0.10450733688128724,0.23964285714285716,0.0,2.0,eval_test_0_1778275507
1778277660.0,1.1,0.18611136781023338,0.23794642857142856,0.0,2.0,eval_test_0_1778275507
1778277690.0,1.3,0.11202215204687503,0.24782258064516124,0.0,2.0,eval_test_0_1778275507
1778277720.0,1.4333333333333336,0.07800950203615147,0.23885135135135133,0.0,2.0,eval_test_0_1778275507
1778277750.0,1.3666666666666667,0.1539628006522473,0.23907142857142855,0.0,2.0,eval_test_0_1778275507
1778277780.0,1.4333333333333336,0.14966525126616928,0.23885135135135133,0.0,2.0,eval_test_0_1778275507
1778277810.0,1.366666666666667,0.14539663053843074,0.23907142857142855,0.0,2.0,eval_test_0_1778275507
1778277840.0,1.4000000000000004,0.12988866016613043,0.24699999999999997,0.0,2.0,eval_test_0_1778275507
1778277870.0,1.4000000000000004,0.16264513747054601,0.23916666666666667,0.0,2.0,eval_test_0_1778275507
