timestamp,request_rate,cpu_usage,latency_p95,replica_count,session_id
1778107350.0,1.3333333333333333,0.1608622576232994,0.2403571428571428,1.0,0
1778107380.0,1.2666666666666666,0.1470664341970782,0.2447916666666666,1.0,0
1778107410.0,1.4666666666666666,0.1157859637741765,0.240576923076923,1.0,0
1778107440.0,1.3,0.1557053879239587,0.2406249999999999,1.0,0
1778107470.0,1.2333333333333334,0.1456130347269996,0.2398387096774193,1.0,0
1778107500.0,1.4333333333333331,0.1665330841265551,0.240576923076923,1.0,0
1778107530.0,1.2666666666666666,0.1585377465498776,0.2405147058823529,1.0,0
1778107560.0,1.3333333333333333,0.1154683489594689,0.2402439999999999,2.0,0
1778107590.0,0.9333333333333332,0.1827666266384084,0.242812042937735,2.0,0
1778107620.0,0.1666666666666666,0.0847773005325812,0.1862499999999999,2.0,0
1778107650.0,0.0,0.0025964297271058,0.0,1.0,0
1778107680.0,0.0,0.0018161351936086,0.0,1.0,0
1778107710.0,1.1666666666666667,0.0617302637330617,0.25,1.0,0
1778107740.0,1.3333333333333333,0.1514482512259278,0.2398529411764705,1.0,0
1778107770.0,1.2666666666666666,0.1097108872896556,0.2493382352941176,1.0,0
1778107800.0,1.4333333333333331,0.1666601798530534,0.2408124999999999,1.0,0
1778107830.0,1.3333333333333333,0.1538996408045981,0.2488970588235294,1.0,0
1778107860.0,1.3333333333333333,0.1704698598064936,0.24859375,1.0,0
1778107890.0,1.3333333333333333,0.1361017291066275,0.2391129032258064,1.0,0
1778107920.0,1.2666666666666666,0.1473227059939423,0.24,1.0,0
1778107950.0,1.3333333333333333,0.1497734268458991,0.2388709677419354,1.0,0
1778107980.0,1.3333333333333333,0.0890860790726661,0.2395454545454545,1.0,0
1778108010.0,1.2,0.0,0.2386111111111111,1.0,0
1778108040.0,1.2666666666666666,0.138683864713486,0.2402941176470588,1.0,0
1778108070.0,1.3333333333333333,0.1479381698268753,0.2400735294117647,1.0,0
1778108100.0,1.3666666666666667,0.1650711727093162,0.243671875,1.0,0
1778108130.0,1.2666666666666666,0.1598785317315053,0.3656249999999998,1.0,0
1778108160.0,1.2666666666666666,0.1429675824336584,0.2402941176470588,1.0,0
1778108190.0,1.3666666666666667,0.1420905375236133,0.2406756756756756,1.0,0
1778108220.0,1.2666666666666666,0.1106866020606365,0.2382142857142857,1.0,0
1778108250.0,1.3333333333333333,0.1432010577372605,0.2446428571428571,1.0,0
1778108280.0,1.5333333333333332,0.1833709378198569,0.2477499999999999,1.0,0
1778108310.0,1.2666666666666666,0.2403350023106281,0.3640260416666665,1.0,0
1778108340.0,1.2666666666666666,0.154271946947195,0.2391886363636363,2.0,0
1778108370.0,1.2,0.144049087173599,0.243,2.0,0
1778108400.0,1.1899444444444445,0.189749380176021,0.2408092029457442,2.0,0
1778108430.0,1.5333333333333332,0.1482412075512783,0.2395,2.0,0
1778108460.0,1.1333333333333333,0.2126320323399733,0.2385,2.0,0
1778108490.0,1.5,0.1335282881087244,0.2471875,2.0,0
1778108520.0,1.2333333333333334,0.1306657941552537,0.2373275862068965,2.0,0
1778108550.0,1.4333333333333331,0.1602291975294064,0.2398076923076923,2.0,0
1778108580.0,1.3333333333333333,0.1480622560622303,0.2391666666666666,2.0,0
1778108610.0,1.2333333333333334,0.129902955078026,0.2279411764705882,2.0,0
1778108640.0,1.1666666666666667,0.1259647120034276,0.2390178571428571,1.0,0
1778108670.0,1.3333333333333333,0.1148526954235724,0.3593749999999996,1.0,0
1778108700.0,1.3,0.1566280910442636,0.239453125,1.0,0
1778108730.0,1.4,0.1056304668679503,0.2402083333333333,1.0,0
1778108760.0,1.3,0.154474739764052,0.2391129032258064,1.0,0
1778108790.0,1.2666666666666666,0.1409891015867644,0.2388793103448275,1.0,0
1778108820.0,1.3,0.148079305135951,0.248828125,1.0,0
1778108850.0,1.2666666666666666,0.147148251566609,0.2407857142857142,1.0,0
1778108880.0,1.3,0.1540304763257924,0.2403571428571428,1.0,0
1778108910.0,1.2,0.1515837101940828,0.3291666666666666,1.0,0
1778108940.0,1.3,0.0887004900858228,0.240625,1.0,0
1778108970.0,1.3666666666666667,0.1524362060962399,0.2406756756756756,1.0,0
1778109000.0,1.3333333333333333,0.1535931115657313,0.2398529411764706,1.0,0
1778109030.0,1.3333333333333333,0.1483581035435734,0.2408783783783783,1.0,0
1778109060.0,1.3333333333333333,0.1670116618075785,0.2445833333333333,1.0,0
1778109090.0,1.2666666666666666,0.1481246887359031,0.239921875,1.0,0
1778109120.0,1.4,0.1532911283868746,0.2399999999999999,1.0,0
1778109150.0,1.3333333333333333,0.1419949087823513,0.2408783783783783,1.0,0
1778109180.0,1.1333333333333333,0.111443102017351,0.2403225806451613,1.0,0
1778109210.0,1.3666666666666667,0.2643963091591924,0.2410313429487179,1.0,0
1778109240.0,1.3,0.1549446208876444,0.2478621971153846,2.0,0
1778109270.0,1.3333333333333333,0.1474482305558849,0.2473817499999999,2.0,0
1778109300.0,1.0,0.1757633405457306,0.242123965252668,2.0,0
1778109330.0,1.0660222222222224,0.1469203645273615,0.2419762974555969,2.0,0
1778109360.0,1.2666666666666666,0.1603017393422751,0.23775,2.0,0
1778109390.0,1.2666666666666666,0.1414958679018049,0.2397916666666666,2.0,0
1778109420.0,1.1666666666666667,0.1449832688556027,0.2400806451612903,1.0,0
1778109450.0,1.3666666666666667,0.1464427028844711,0.2404166666666666,1.0,0
1778109480.0,1.3,0.0921976180077453,0.2403571428571428,1.0,0
1778109510.0,1.3,0.0,0.2393548387096774,1.0,0
1778109540.0,1.2666666666666666,0.141313945221248,0.249,1.0,0
1778109570.0,1.2666666666666666,0.1575938511326864,0.2447727272727272,1.0,0
1778109600.0,1.2333333333333334,0.1500491228070167,0.2402272727272727,1.0,0
1778109630.0,1.2666666666666666,0.1476867573990065,0.24425,1.0,0
1778109660.0,1.3,0.1388543400135978,0.2397727272727272,1.0,0
1778109690.0,1.3,0.1452917094602301,0.2402941176470588,1.0,0
1778109720.0,1.3,0.1590685151053771,0.2397727272727272,1.0,0
1778109750.0,1.3,0.1384080094473976,0.2410810810810811,1.0,0
1778109780.0,1.3666666666666667,0.1630682363569624,0.2404729729729729,1.0,0
1778109810.0,1.4,0.1598824844638823,0.2483064516129032,1.0,0
1778109840.0,1.3,0.1509866326045622,0.240625,1.0,0
1778109870.0,1.2666666666666666,0.165392780720525,0.2407857142857142,1.0,0
1778109900.0,1.3666666666666667,0.1476967410323701,0.2396323529411764,1.0,0
1778109930.0,1.3666666666666667,0.0942383146635307,0.2444285714285713,1.0,0
1778109960.0,1.3333333333333333,0.0674462021914399,0.2398529411764705,1.0,0
1778109990.0,1.4666666666666666,0.0908378790984763,0.2435714285714286,1.0,0
1778110020.0,1.4,0.0,0.248125,1.0,0
1778110050.0,1.3333333333333333,0.1598208608987019,0.240625,1.0,0
1778110080.0,1.4666666666666666,0.0936906990150324,0.2403846153846154,1.0,0
1778110110.0,1.3333333333333333,0.0,0.3593749999999998,1.0,0
1778110140.0,1.3333333333333333,0.1493100341721059,0.2388709677419354,1.0,0
1778110170.0,1.4,0.1197468758485635,0.2404729729729729,1.0,0
1778110200.0,1.2666666666666666,0.1441163623799828,0.24,1.0,0
1778110230.0,1.3,0.1466196095829629,0.2377777777777777,1.0,0
1778110260.0,1.3,0.0,0.2443181818181818,1.0,0
1778110290.0,1.3,0.0,0.2491176470588235,1.0,0
1778110320.0,1.3666666666666667,0.1516542023414303,0.2440441176470588,1.0,0
1778110350.0,1.2666666666666666,0.1033686266879388,0.2441935483870967,1.0,0
1778110380.0,1.2666666666666666,0.1537519461563421,0.24,1.0,0
1778110410.0,1.2666666666666666,0.1463816232660895,0.2447727272727272,1.0,0
1778110440.0,1.2666666666666666,0.1436064450156143,0.2386206896551724,1.0,0
1778110470.0,1.2,0.1295813646766777,0.2393965517241379,1.0,0
1778110500.0,1.3666666666666667,0.1616762884633681,0.3824999999999999,1.0,0
1778110530.0,1.4,0.1206173230744978,0.2399285714285714,1.0,0
1778110560.0,1.3666666666666667,0.1516631070062777,0.2393181818181818,1.0,0
1778110590.0,1.2666666666666666,0.1411801335919009,0.239921875,1.0,0
1778110620.0,1.4,0.1627305293521456,0.2397142857142857,1.0,0
1778110650.0,1.3333333333333333,0.1552494047407511,0.24052003125,1.0,0
1778110680.0,1.2666666666666666,0.1493357720263602,0.2400735294117647,1.0,0
1778110710.0,1.3,0.143603747212537,0.2407466765227154,2.0,0
1778110740.0,1.1844883333333334,0.1493527725860887,0.2387499999999999,2.0,0
1778110770.0,1.4,0.1451001035957513,0.24,2.0,0
1778110800.0,1.1666666666666667,0.1420476512996894,0.2378448275862069,2.0,0
1778110830.0,1.4333333333333331,0.1315541905816806,0.2400624999999999,2.0,0
1778110860.0,1.0333333333333332,0.0854319848582083,0.2375961538461538,2.0,0
1778110890.0,1.7333333333333334,0.1431571785596634,0.2396666666666666,2.0,0
1778110920.0,0.9333333333333332,0.0265834545604266,0.238,2.0,0
1778110950.0,1.3333333333333333,0.1383188152065166,0.3593749999999998,1.0,0
1778110980.0,1.4,0.1629671936591351,0.2397916666666666,1.0,0
1778111010.0,1.3,0.1583585740583431,0.24,1.0,0
1778111040.0,1.2333333333333334,0.1384860185417185,0.239921875,1.0,0
