timestamp,request_rate,cpu_usage,latency_p95,error_rate,replica_count,session_id
1778271840.0,0.0,0.0027558913767138,0.0,0.0,1.0,eval_test_0_1778272141
1778271870.0,0.0,0.0027950090276015,0.0,0.0,1.0,eval_test_0_1778272141
1778271900.0,0.0,0.0015307562673799,0.0,0.0,1.0,eval_test_0_1778272141
1778271930.0,0.0,0.0,0.0,0.0,1.0,eval_test_0_1778272232
1778271960.0,0.0,0.002902177433868,0.0,0.0,1.0,eval_test_0_1778272232
1778271990.0,0.0,0.0020018622824097,0.0,0.0,1.0,eval_test_0_1778272232
1778272020.0,0.0,0.0,0.0,0.0,1.0,eval_test_0_1778272232
1778272050.0,0.0,0.0021578764735051,0.0,0.0,1.0,eval_test_0_1778272232
1778272080.0,0.0,0.002838358872963,0.0,0.0,1.0,eval_test_0_1778272232
1778272110.0,0.0,0.0029144184706349,0.0,0.0,1.0,eval_test_0_1778272232
1778272140.0,0.0,0.0027735184758574,0.0,0.0,1.0,eval_test_0_1778272232
1778272170.0,1.4000000000000004,0.0764183596418641,0.3531249999999998,0.0,1.0,eval_test_0_1778272232
1778272200.0,0.0,0.1133228665484915,0.0,0.0,1.0,eval_test_0_1778272232
1778272230.0,0.0,0.1581399716097951,0.0,0.0,1.0,eval_test_0_1778272232
1778272260.0,1.5666666666666669,0.0647329679409466,0.3895833333333333,0.0,2.0,eval_test_0_1778272232
1778272290.0,1.9333333333333336,0.2000873278325399,0.24953125,0.0,1.0,eval_test_0_1778272232
1778272320.0,1.966666666666667,0.3775297330013545,0.2401470588235294,0.0,1.0,eval_test_0_1778272232
1778272350.0,2.0333333333333337,0.2348764584258008,0.246136141826923,0.0,2.0,eval_test_0_1778272232
1778272380.0,1.1000000000000003,0.1888878721425811,0.242443194950308,0.0,2.0,eval_test_0_1778272232
1778272410.0,2.136788888888889,0.2354252997134802,0.2464405175643725,0.0,2.0,eval_test_0_1778272232
1778272440.0,2.1,0.2658716799185578,0.2399553571428571,0.0,2.0,eval_test_0_1778272232
1778272470.0,1.8666666666666667,0.2060984328922452,0.2460999999999999,0.0,2.0,eval_test_0_1778272232
1778272500.0,1.9,0.2328687856427553,0.2452717391304347,0.0,2.0,eval_test_0_1778272232
1778272530.0,2.033333333333333,0.2231928216576549,0.2399528301886792,0.0,2.0,eval_test_0_1778272232
1778272560.0,6.300000000000001,0.153741451921661,0.872916666666667,0.0,2.0,eval_test_0_1778272232
1778272590.0,8.133333333333333,0.91931662025066,0.7353260869565215,0.0,2.0,eval_test_0_1778272232
1778272620.0,9.0,1.7953694910335842,1.3255940595238094,0.0,3.0,eval_test_0_1778272232
1778272650.0,7.300000000000001,1.4504337022419211,0.7246836597722172,0.0,6.0,eval_test_0_1778272232
1778272680.0,7.571325,1.375542267989889,0.6104156711333352,0.0,8.0,eval_test_0_1778272232
1778272710.0,6.991586921200642,1.273656496841076,0.492645426219739,0.0,8.0,eval_test_0_1778272232
1778272740.0,8.78971879378522,1.5335701392899272,0.4783691886092066,0.0,7.0,eval_test_0_1778272232
1778272770.0,10.233333333333334,1.050950401615972,0.3949806089743587,0.0,9.0,eval_test_0_1778272232
1778272800.0,8.0,1.2372363965382946,0.4213534090909091,0.0,8.0,eval_test_0_1778272232
1778272830.0,9.405222222222225,1.5330194098927632,0.3846007212434129,0.0,8.0,eval_test_0_1778272232
1778272860.0,10.066666666666666,1.3978704925897554,0.4226415094339621,0.0,8.0,eval_test_0_1778272232
1778272890.0,10.899893343998931,1.5635433719756058,0.3896435478940556,0.0,8.0,eval_test_0_1778272232
1778272920.0,11.3000833416675,1.3712719094263517,0.4010411399965551,0.0,8.0,eval_test_0_1778272232
1778272950.0,9.632822392535822,1.4319685395907964,0.4039513837735451,0.0,8.0,eval_test_0_1778272232
1778272980.0,11.10061131488274,1.493207534268114,0.3717920048392011,0.0,8.0,eval_test_0_1778272232
1778273010.0,9.93315667966568,1.3120242218413851,0.3629032197299164,0.0,8.0,eval_test_0_1778272232
1778273040.0,10.633576687001767,1.5340253061584277,0.421875615000183,0.0,8.0,eval_test_0_1778272232
1778273070.0,9.93295568143952,1.2574556713131098,0.3999990478820133,0.0,8.0,eval_test_0_1778272232
1778273100.0,9.731926626911486,1.1965336102654045,0.4318539627796012,0.0,8.0,eval_test_0_1778272232
1778273130.0,8.775595307090871,1.399617228444227,0.6548080957620734,0.0,6.0,eval_test_0_1778272232
1778273160.0,8.200820246073821,1.420380403288724,0.4866499122481733,0.0,6.0,eval_test_0_1778272232
1778273190.0,8.066666666666666,1.2098789753139017,0.4147637637536699,0.0,8.0,eval_test_0_1778272232
1778273220.0,8.333333333333334,1.2182445270809863,0.4053507804163425,0.0,8.0,eval_test_0_1778272232
1778273250.0,9.333333333333332,1.0862294103614074,0.4419270833333334,0.0,8.0,eval_test_0_1778272232
1778273280.0,8.266666666666666,1.1302738028293953,0.3473958333333333,0.0,8.0,eval_test_0_1778272232
1778273310.0,9.133226687995734,0.9095144814294448,0.3883082254516838,0.0,8.0,eval_test_0_1778272232
1778273340.0,10.233406681336268,1.1615034383304312,0.3166649996666,0.0,8.0,eval_test_0_1778272232
1778273370.0,9.765921384381285,1.2736634492291423,0.3922972259323158,0.0,8.0,eval_test_0_1778272232
1778273400.0,9.36675051264448,1.308546820205479,0.3490839924145815,0.0,8.0,eval_test_0_1778272232
1778273430.0,6.299722612280766,1.0632015480628594,0.2768998803693548,0.0,8.0,eval_test_0_1778272232
1778273460.0,10.234248084142594,1.1675312362271266,0.3999976340650764,0.0,8.0,eval_test_0_1778272232
1778273490.0,8.666528904294026,1.0396162742128687,0.3066169432811473,0.0,8.0,eval_test_0_1778272232
1778273520.0,7.818769109374574,1.3170209723885282,0.4957392740422561,0.0,8.0,eval_test_0_1778272232
1778273550.0,7.647808281897359,1.4662908823312186,0.4470747825534238,0.0,7.0,eval_test_0_1778272232
1778273580.0,7.1325970838746935,1.3838219988605351,0.2949418108775721,0.0,8.0,eval_test_0_1778272232
1778273610.0,8.030087041576378,1.2874209943341304,0.3698585466166731,0.0,8.0,eval_test_0_1778272232
1778273640.0,9.52629212291246,0.992115520327392,0.3814273971242501,0.0,8.0,eval_test_0_1778272232
1778273670.0,8.70000001222589,1.0990733574866614,0.3917850751815761,0.0,8.0,eval_test_0_1778272232
1778273700.0,9.36592236693497,1.1345658160184695,0.3081185972777678,0.0,8.0,eval_test_0_1778272232
1778273730.0,9.300754673624583,1.2726075938927237,0.3849122096114348,0.0,8.0,eval_test_0_1778272232
1778273760.0,4.066730016337968,1.0601171901588318,0.2494389608231039,0.0,8.0,eval_test_0_1778272232
1778273790.0,1.8333333333333337,0.2438720949542991,0.233465909090909,0.0,8.0,eval_test_0_1778272232
1778273820.0,1.5666666666666669,0.1461850441943109,0.2370744680851063,0.0,5.0,eval_test_0_1778272232
1778273850.0,1.1666666666666667,0.1558741875430855,0.239453125,0.0,2.0,eval_test_0_1778272232
1778273880.0,1.9666666666666668,0.1930972014037817,0.2454411764705882,0.0,2.0,eval_test_0_1778272232
1778273910.0,2.666666666666667,0.2388751121083045,0.2468309859154929,0.0,2.0,eval_test_0_1778272232
1778273940.0,2.0000000000000004,0.2448557145005489,0.2452941176470588,0.0,2.0,eval_test_0_1778272232
1778273970.0,1.866666666666667,0.1950057227581213,0.2392391304347826,0.0,2.0,eval_test_0_1778272232
1778274000.0,1.7000000000000002,0.0609762027654778,0.2429787234042553,0.0,2.0,eval_test_0_1778272232
1778274030.0,2.666666666666667,0.2006840400280194,0.2422826086956521,0.0,2.0,eval_test_0_1778272232
1778274060.0,1.0000000000000002,0.276513262783408,0.243611111111111,0.0,2.0,eval_test_0_1778272232
1778274090.0,2.166666666666667,0.2043808845939771,0.2426293103448276,0.0,2.0,eval_test_0_1778272232
1778274120.0,2.2,0.2360674266145098,0.2389545454545454,0.0,2.0,eval_test_0_1778272232
1778274150.0,1.9666666666666668,0.2336889021066416,0.2422115384615384,0.0,2.0,eval_test_0_1778272232
1778274180.0,1.6,0.2308622473520555,0.2376923076923076,0.0,2.0,eval_test_0_1778272232
